City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,shenjiamen,29.9576,122.298,14.85,85,96,7.12,CN,1683501551
286,moa,20.6569,-74.9403,26.33,78,14,3.66,CU,1683501551
287,medicine hat,50.0501,-110.6683,16.24,58,75,3.6,CA,1683501551
288,itaituba,-4.2761,-55.9836,26.38,83,99,0.28,BR,1683501551
289,revelstoke,50.9832,-118.2023,13.81,70,100,1.96,CA,1683501312
290,wheaton,41.8661,-88.107,28.02,65,0,7.2,US,1683501542
291,mahanoro,-19.9,48.8,20.93,91,6,2.59,MG,1683501552
292,silkeborg,56.1697,9.5451,8.18,76,6,4.86,DK,1683501552
293,dutsin-ma,12.4517,7.4981,29.98,11,100,3.83,NG,1683501552
294,cutral-co,-38.9469,-69.2089,12.73,33,1,2.68,AR,1683501552
295,rikaze,29.25,88.8833,4.12,50,0,1.5,CN,1683501552
296,miri,4.4148,114.0089,25.19,91,100,3.24,MY,1683501269
297,yorkton,51.2167,-102.4677,11.02,70,100,4.9,CA,1683501301
298,dongsheng,39.8161,109.9776,10.36,60,99,1.88,CN,1683501553
299,puerto rosario,-24.45,-57.0833,19.29,98,100,2.11,PY,1683501553
300,klyuchi,52.2667,79.1667,15.23,38,3,1.1,RU,1683501553
301,sechura,-5.5569,-80.8222,27.87,63,62,6.7,PE,1683501553
302,nova vicosa,-17.8919,-39.3719,24.6,81,2,4.32,BR,1683501553
303,guajara mirim,-10.7828,-65.3394,23.89,98,95,1.07,BR,1683501554
304,homer,59.6425,-151.5483,6.54,88,100,2.06,US,1683501554
305,kharagpur,22.3333,87.3333,28.76,59,0,2.63,IN,1683501554
306,port-vila,-17.7338,168.3219,28.78,74,40,2.06,VU,1683501554
307,ternate,0.8,127.4,27.91,80,51,1.75,ID,1683501554
308,cannonvale,-20.2833,148.7,21.66,59,8,8.79,AU,1683501554
309,sal rei,16.1833,-22.9167,22.03,84,9,8.81,CV,1683501554
310,kapuskasing,49.4169,-82.4331,16.05,33,20,5.14,CA,1683501555
311,manchester,53.4809,-2.2374,14.1,85,40,1.54,GB,1683501469
312,belaya kholunitsa,58.84,50.8528,-2.1,86,17,3.28,RU,1683501555
313,queenstown,-31.8976,26.8753,11.98,91,100,1.4,ZA,1683501555
314,kismayo,-0.3582,42.5454,26.76,80,50,5.83,SO,1683501555
315,tamiahua,21.2667,-97.45,28.36,78,99,5.32,MX,1683501511
316,quibdo,5.6947,-76.6611,31.19,74,40,2.57,CO,1683501555
317,la'ie,21.6477,-157.9253,28.98,69,96,9.07,US,1683501555
318,new norfolk,-42.7826,147.0587,9.95,69,92,2.24,AU,1683501556
319,harnosand,62.6323,17.9379,2.0,70,54,2.76,SE,1683501556
320,port alfred,-33.5906,26.891,18.44,70,100,3.59,ZA,1683501441
321,terme,41.2092,36.9739,12.96,95,100,5.47,TR,1683501556
322,turpan,42.9333,89.1667,14.27,28,50,0.89,CN,1683501556
323,gaiman,-43.2897,-65.4929,11.22,66,90,3.83,AR,1683501556
324,puerto baquerizo moreno,-0.9,-89.6,26.4,85,62,5.2,EC,1683501556
325,sinop,41.7711,34.8709,9.86,93,100,1.85,TR,1683501557
326,aioun,16.6614,-9.6149,33.66,10,17,5.17,MR,1683501557
327,port douglas,-16.4833,145.4667,25.56,75,90,6.24,AU,1683501557
328,fort bragg,35.139,-79.006,26.22,54,75,6.69,US,1683501364
329,heroica guaymas,27.9333,-110.9,33.27,28,0,9.26,MX,1683501557
330,el nido,11.1858,119.3956,27.6,81,89,2.3,PH,1683501557
331,primero de enero,21.9469,-78.4283,26.68,70,33,5.41,CU,1683501558
332,shache,38.4167,77.2406,11.11,26,100,3.43,CN,1683501558
333,sharan,54.8167,54.0,0.81,63,4,2.23,RU,1683501558
334,flekkefjord,58.2971,6.6607,9.97,66,99,5.51,NO,1683501558
335,ceeldheer,3.8488,47.1806,26.8,83,9,8.12,SO,1683501558
336,traiguen,-38.25,-72.6833,9.08,60,23,2.27,CL,1683501558
337,paragominas,-2.9667,-47.4833,25.15,84,99,1.55,BR,1683501558
338,saldanha,-33.0117,17.9442,15.47,87,15,2.3,ZA,1683501559
339,aldan,58.6031,125.3894,-3.37,85,100,3.25,RU,1683501559
340,sarikei,2.1167,111.5167,23.36,99,100,1.51,MY,1683501559
341,belyye berega,53.2085,34.6641,2.1,69,89,2.14,RU,1683501559
342,cotui,19.0527,-70.1494,26.63,48,2,2.01,DO,1683501559
343,isangel,-19.55,169.2667,27.06,83,20,0.0,VU,1683501559
344,maceio,-9.6658,-35.7353,25.69,83,0,1.03,BR,1683501559
345,vryburg,-26.9566,24.7284,12.24,91,64,3.02,ZA,1683501560
346,coalcoman de vazquez pallares,18.7833,-103.15,31.24,36,51,2.0,MX,1683501560
347,muroto-misakicho,33.2833,134.15,16.9,73,80,5.79,JP,1683501560
348,mansehra,34.3333,73.2,13.1,76,100,0.85,PK,1683501560
349,tucuma,-0.1833,-50.05,25.83,87,44,3.69,BR,1683501560
350,princeville,45.7668,-61.2985,11.31,62,60,4.45,CA,1683501560
351,bardai,11.65,7.2333,28.74,11,70,3.2,NG,1683501560
352,saint-francois,46.4154,3.9054,13.69,94,0,1.54,FR,1683501561
353,phan rang-thap cham,11.5667,108.9833,26.66,75,97,1.44,VN,1683501561
354,pursat,12.3333,103.6667,26.23,79,65,1.12,KH,1683501561
355,usogorsk,63.4106,48.6872,-4.41,85,68,3.32,RU,1683501561
356,mar del plata,-38.0023,-57.5575,15.05,93,100,4.12,AR,1683501561
357,chibougamau,49.9168,-74.3659,10.79,30,75,5.66,CA,1683501561
358,nantucket,41.2835,-70.0995,18.08,73,0,6.17,US,1683501417
359,lamu,-2.2717,40.902,27.12,79,21,6.13,KE,1683501561
360,woolgoolga,-30.1106,153.2007,15.93,41,0,3.55,AU,1683501562
361,barcelos,41.5388,-8.6151,16.58,77,48,1.6,PT,1683501562
362,port saint john's,-31.6229,29.5448,18.44,94,100,1.63,ZA,1683501562
363,talcahuano,-36.7167,-73.1167,12.82,88,0,1.03,CL,1683500843
364,el calafate,-50.3408,-72.2768,6.8,69,64,1.37,AR,1683501562
365,keila,59.3036,24.4131,2.01,66,0,1.54,EE,1683501562
366,fisterra,42.9049,-9.2629,15.42,80,82,0.3,ES,1683501563
367,mahajanga,-15.7167,46.3167,24.91,75,27,3.09,MG,1683501563
368,saipan,15.1355,145.701,29.39,100,40,4.63,MP,1683501563
369,aljezur,37.3191,-8.8033,16.07,67,3,6.02,PT,1683501563
370,bukama,-9.2,25.85,18.37,69,0,1.22,CD,1683501563
371,juneau,58.3019,-134.4197,11.0,58,100,5.66,US,1683501563
372,nema,57.5067,50.5011,-1.89,87,14,2.56,RU,1683501563
373,rawson,-43.3002,-65.1023,11.61,66,86,5.07,AR,1683501564
374,tromso,69.6496,18.957,4.01,81,75,5.66,NO,1683501367
375,port pirie,-33.1833,138.0167,11.62,59,32,2.12,AU,1683501564
376,milove,49.3787,40.1302,6.02,56,100,7.46,UA,1683501564
377,waingapu,-9.6567,120.2641,26.27,85,42,6.09,ID,1683501564
378,anchorage,61.2181,-149.9003,11.49,61,75,2.68,US,1683501300
379,ola,59.5833,151.2833,0.95,87,45,1.91,RU,1683501565
380,buckie,57.6757,-2.9624,12.88,91,88,6.13,GB,1683501565
381,lubang,13.8584,120.124,28.83,76,73,3.45,PH,1683501565
382,ouani,-12.1322,44.4258,26.48,77,14,4.22,KM,1683501565
383,elverum,60.8819,11.5623,1.24,97,41,0.96,NO,1683501565
384,hiratacho,35.4333,132.8167,14.98,67,75,9.26,JP,1683501565
385,kupang,-10.1667,123.5833,27.32,83,20,5.14,ID,1683501566
386,island harbour,50.724,-1.2758,12.31,93,99,0.89,GB,1683501566
387,arteche,12.2645,125.4048,27.74,77,90,1.78,PH,1683501566
388,dinguiraye,11.3,-10.7167,27.55,51,95,2.12,GN,1683501566
389,coquimbo,-29.9533,-71.3436,13.85,94,0,1.54,CL,1683501312
390,upington,-28.4478,21.2561,17.21,36,0,2.06,ZA,1683501566
391,richmond,37.5538,-77.4603,21.27,89,75,2.57,US,1683500940
392,diamante,-32.0664,-60.6384,18.57,71,2,0.65,AR,1683501567
393,ilhabela,-23.7781,-45.3581,23.01,90,61,3.84,BR,1683501567
394,selfoss,63.9331,-20.9971,9.47,96,100,2.89,IS,1683501567
395,luganville,-15.5333,167.1667,28.56,70,11,2.55,VU,1683501567
396,northam,51.0333,-4.2167,12.01,90,100,5.29,GB,1683501567
397,page,36.9147,-111.4558,24.15,16,0,3.09,US,1683501423
398,sadovoye,47.7764,44.5089,10.41,70,100,8.8,RU,1683501567
399,thinadhoo,0.5333,72.9333,28.31,74,40,7.13,MV,1683501567
400,weno,7.4515,151.8468,29.97,74,75,3.6,FM,1683501568
401,salavan,15.7167,106.4167,24.86,89,92,0.23,LA,1683501568
402,rongelap,11.1635,166.8941,27.39,79,61,7.91,MH,1683501568
403,merritt,50.1123,-120.7942,14.62,60,100,0.89,CA,1683501568
404,sterling,39.0062,-77.4286,19.01,89,100,1.34,US,1683501568
405,tamanrasset,22.785,5.5228,22.95,11,0,2.06,DZ,1683501569
406,bintulu,3.1667,113.0333,24.23,94,20,0.0,MY,1683501569
407,lasam,18.0652,121.6006,27.13,81,88,0.51,PH,1683501569
408,newport,51.5877,-2.9984,13.76,87,98,2.0,GB,1683501420
409,al bayda',32.7627,21.7551,13.04,63,0,3.5,LY,1683501569
410,usol'ye,59.4268,56.6808,-1.54,80,97,4.74,RU,1683501569
411,am timan,11.0297,20.2827,27.21,64,89,2.7,TD,1683501569
412,quang ngai,15.1167,108.8,27.45,79,100,0.37,VN,1683501569
413,atmakur,15.8833,78.5833,26.97,72,85,1.11,IN,1683501570
414,kununurra,-15.7667,128.7333,23.99,31,64,7.72,AU,1683501570
415,norrtalje,59.758,18.705,5.57,77,93,2.56,SE,1683501570
416,port-cartier,50.0334,-66.8654,12.12,45,62,4.93,CA,1683501570
417,nogliki,51.8333,143.1667,5.62,65,96,2.52,RU,1683501570
418,caleta de carquin,-11.0925,-77.6267,22.65,81,44,5.83,PE,1683501570
419,al muwayh,22.4333,41.7583,27.88,16,10,3.1,SA,1683501570
420,pachino,36.7186,15.0907,16.54,80,58,1.25,IT,1683501571
421,lhokseumawe,5.1801,97.1507,25.06,89,95,2.06,ID,1683501571
422,batangafo,7.3008,18.2833,22.97,81,93,1.85,CF,1683501571
423,mejit,10.2753,170.8646,27.32,82,59,7.48,MH,1683501571
424,minokamo,35.482,137.0217,16.26,63,40,5.66,JP,1683501571
425,port arthur,38.8,121.2667,16.12,60,99,3.59,CN,1683501572
426,berezovyy,51.6667,135.7,12.89,39,5,1.57,RU,1683501572
427,belyy yar,53.6039,91.3903,6.94,70,2,1.0,RU,1683501572
428,arno,60.1167,18.6333,4.88,71,78,4.57,SE,1683501572
429,karyes,37.3,22.5,11.78,79,6,0.96,GR,1683501572
430,mount isa,-20.7333,139.5,14.87,31,23,6.69,AU,1683501572
431,baise city,23.8997,106.6133,21.31,89,100,0.93,CN,1683501572
432,shetpe,44.1667,52.1167,19.45,27,100,3.82,KZ,1683501573
433,gizo,-8.103,156.8419,29.41,72,80,2.78,SB,1683501573
434,alesund,62.4723,6.1549,9.86,77,100,3.09,NO,1683501573
435,warmbaths,-24.8833,28.2833,15.01,86,63,0.53,ZA,1683501573
436,kaohsiung,22.6163,120.3133,25.58,92,75,1.54,TW,1683501573
437,bamboo flat,11.7,92.7167,28.45,78,100,1.13,IN,1683501573
438,hadibu,12.65,54.0333,28.12,55,2,1.56,YE,1683501573
439,la cruz,23.9167,-106.9,31.1,33,100,6.29,MX,1683501573
440,raton,36.9034,-104.4391,25.19,8,0,8.75,US,1683501573
441,arenapolis,-14.4503,-56.8461,26.21,73,79,0.45,BR,1683501574
442,east london,-33.0153,27.9116,19.08,69,100,2.7,ZA,1683501574
443,guiping,23.3925,110.0814,19.51,94,100,2.52,CN,1683501574
444,puerto san jose,13.9256,-90.8244,31.17,65,21,4.51,GT,1683501574
445,tierra blanca,14.5833,-88.5833,28.81,44,98,2.1,HN,1683501574
446,remire-montjoly,4.9167,-52.2667,25.02,94,75,1.54,GF,1683501574
447,labytnangi,66.6572,66.4183,-6.37,93,100,9.26,RU,1683501574
448,dharchula,29.85,80.5333,14.41,50,2,3.76,IN,1683501574
449,owode,6.9486,3.5051,26.31,92,73,1.36,NG,1683501574
450,vilyuysk,63.7553,121.6247,-7.27,81,91,2.23,RU,1683501575
451,benghazi,32.1167,20.0667,18.38,69,10,4.11,LY,1683501575
452,bilopillya,51.1502,34.3129,4.57,63,100,4.12,UA,1683501575
453,laojunmiao,39.8333,97.7333,4.35,65,100,3.18,CN,1683501575
454,solvang,34.5958,-120.1377,22.38,57,0,7.2,US,1683501575
455,bronkhorstspruit,-25.8102,28.7425,14.75,84,90,2.57,ZA,1683501575
456,khanbari,27.3747,87.2039,18.03,61,10,2.2,NP,1683501575
457,urucara,-2.5364,-57.76,24.63,96,92,0.78,BR,1683501575
458,zamora,-4.0692,-78.9567,28.58,96,70,0.87,EC,1683501576
459,bestobe,52.4994,73.0975,15.91,34,2,5.13,KZ,1683501576
460,katsuura,35.1333,140.3,21.01,95,100,11.34,JP,1683501576
461,tocopilla,-22.092,-70.1979,20.23,68,19,3.6,CL,1683501576
462,yambio,4.5721,28.3955,20.32,93,82,0.6,SS,1683501576
463,turar ryskulov,42.5333,70.3333,9.37,47,0,2.48,KZ,1683501576
464,porto tolle,44.9497,12.3245,16.24,84,100,3.67,IT,1683501576
465,st. john's,47.5649,-52.7093,6.2,70,75,6.69,CA,1683501507
466,kericho,-0.3677,35.2831,13.83,95,81,1.47,KE,1683501577
467,susanville,40.4163,-120.653,11.57,50,100,4.12,US,1683501577
468,sao joao da barra,-21.6403,-41.0511,21.05,82,49,2.95,BR,1683501577
469,jieshi,22.8134,115.8257,22.88,83,100,3.71,CN,1683501577
470,oxapampa,-10.5775,-75.4017,15.58,96,99,0.99,PE,1683501577
471,noumea,-22.2763,166.4572,27.99,99,50,1.41,NC,1683501577
472,shingu,33.7333,135.9833,16.09,66,60,3.44,JP,1683501577
473,piti village,13.4626,144.6933,29.49,79,0,4.12,GU,1683501577
474,lemvig,56.5486,8.3102,8.44,66,23,6.46,DK,1683501578
475,anloga,5.7947,0.8973,28.56,71,92,4.13,GH,1683501578
476,dalandzadgad,43.5708,104.425,9.64,22,100,2.64,MN,1683501578
477,taksimo,56.3444,114.8794,2.44,54,73,2.19,RU,1683501578
478,boysun,38.2061,67.1986,10.6,59,5,1.9,UZ,1683501578
479,el jadid,33.2549,-8.506,18.69,82,59,7.44,MA,1683501578
480,korsholm,63.1142,21.6822,4.38,74,0,4.63,FI,1683501295
481,yelovo,57.0538,54.9207,-0.38,81,9,4.62,RU,1683501578
482,hasaki,35.7333,140.8333,13.22,94,100,8.36,JP,1683501579
483,kipushi,-11.7667,27.2333,12.03,77,0,2.06,CD,1683501579
484,huarmey,-10.0681,-78.1522,23.51,82,69,5.48,PE,1683501579
485,kilju,40.9642,129.3278,15.65,45,25,1.24,KP,1683501579
486,jaca,42.569,-0.5499,12.21,87,8,2.02,ES,1683501579
487,thunder bay,48.4001,-89.3168,9.99,87,100,4.12,CA,1683501579
488,nizhnesortymskiy,62.4397,71.7603,4.25,93,94,9.14,RU,1683501579
489,wanlaweyn,2.6185,44.8938,25.5,81,2,4.75,SO,1683501579
490,saudarkrokur,65.7461,-19.6394,7.63,90,98,1.15,IS,1683501580
491,polyarnyy,69.1989,33.4478,-0.12,90,97,4.77,RU,1683501580
492,porto novo,6.4965,2.6036,28.9,77,98,2.54,BJ,1683501580
493,palmital,-22.7889,-50.2175,21.29,78,78,1.2,BR,1683501386
494,happy valley-goose bay,53.3168,-60.3315,1.17,86,100,1.03,CA,1683501580
495,prado,-17.3411,-39.2208,23.55,86,3,3.72,BR,1683501580
496,shaowu,27.3409,117.4831,17.61,92,100,0.81,CN,1683501580
497,lompoc,34.6391,-120.4579,23.16,74,0,10.73,US,1683501580
498,palikir - national government center,6.9248,158.1611,28.47,78,100,4.12,FM,1683501580
499,toyooka,35.5333,134.8333,11.19,91,100,6.24,JP,1683501581
500,vokhtoga,58.8147,41.0461,-1.63,87,65,2.33,RU,1683501581
501,palmas,-10.2128,-48.3603,26.93,78,20,3.09,BR,1683501581
502,chegdomyn,51.1167,133.0167,13.52,32,92,1.86,RU,1683501581
503,ambon,-3.6954,128.1814,30.53,91,20,3.6,ID,1683501581
504,alofi,-19.0595,-169.9187,27.94,74,11,2.57,NU,1683501581
505,essaouira,31.5125,-9.77,18.79,80,100,12.69,MA,1683501581
506,zainsk,55.3195,52.0694,1.55,66,5,1.8,RU,1683501581
507,rantepao,-2.9701,119.8978,20.42,97,100,0.09,ID,1683501582
508,duverge,18.3784,-71.5247,28.03,53,19,2.4,DO,1683501582
509,fort st. john,56.2499,-120.8529,16.94,25,75,4.12,CA,1683501523
510,balkashino,52.5167,68.7667,14.55,37,100,2.97,KZ,1683501582
511,katabu,-4.9333,122.5167,24.69,96,100,1.79,ID,1683501582
512,goundi,9.3627,17.366,29.26,49,91,3.42,TD,1683501582
513,holualoa,19.6228,-155.9522,25.91,74,75,4.12,US,1683501582
514,howrah,22.5892,88.3103,30.0,79,20,3.09,IN,1683501582
515,praia,14.9215,-23.5087,23.3,78,20,7.72,CV,1683501583
516,cacapava do sul,-30.5122,-53.4914,14.99,98,100,1.03,BR,1683501583
517,kudahuvadhoo,2.6708,72.8944,28.31,76,99,6.35,MV,1683501583
518,kambove,-10.8764,26.5969,12.69,70,0,1.51,CD,1683501583
519,daday,41.4787,33.4667,8.62,99,100,1.53,TR,1683501583
520,viedma,-40.8135,-62.9967,13.51,72,93,5.57,AR,1683501583
521,brak,27.5496,14.2714,24.72,19,74,3.46,LY,1683501583
522,angaur state,6.906,134.13,28.46,70,93,3.92,PW,1683501583
523,zhangjiajie,29.1294,110.4783,15.16,86,100,0.98,CN,1683501583
524,darjiling,27.0333,88.2667,10.69,59,18,3.09,IN,1683501584
525,bogra,24.85,89.3667,26.25,51,8,3.25,BD,1683501584
526,bay roberts,47.5999,-53.2648,6.4,69,100,4.92,CA,1683501584
527,pulandian,39.3953,121.9669,15.32,42,92,1.65,CN,1683501584
528,val-d'or,48.1002,-77.7828,16.05,33,20,7.2,CA,1683501584
529,santiago de cao,-7.9589,-79.2392,24.07,78,40,5.14,PE,1683501584
530,farafangana,-22.8167,47.8333,20.66,91,10,1.87,MG,1683501584
531,las terrenas,19.311,-69.5428,26.79,75,3,4.35,DO,1683501585
532,hami,42.8,93.45,9.89,30,2,2.02,CN,1683501585
533,tomatlan,19.9333,-105.25,32.53,46,3,3.3,MX,1683501585
534,luebo,-5.35,21.4167,21.37,98,45,0.37,CD,1683501585
535,strelka,58.0728,93.0344,9.09,74,51,1.63,RU,1683501585
536,galle,6.0367,80.217,26.91,83,100,4.63,LK,1683501585
537,ormara,25.2088,64.6357,28.14,73,0,5.02,PK,1683501585
538,fukuecho,32.6881,128.8419,15.2,67,75,10.29,JP,1683501585
539,grenville,12.1167,-61.6167,28.03,84,52,6.4,GD,1683501586
540,cukurca,37.2481,43.6136,9.93,66,0,0.45,TR,1683501586
541,tanggu,39.0211,117.6469,17.98,32,100,3.26,CN,1683501586
542,tannum sands,-23.9504,151.3693,16.94,23,18,5.14,AU,1683501586
543,genhe,50.7833,121.5167,3.26,53,25,5.58,CN,1683501586
544,chauk,20.8833,94.8167,30.26,57,5,2.68,MM,1683501586
545,skeldon,5.8833,-57.1333,24.87,93,98,3.68,GY,1683501586
546,oyem,1.5995,11.5793,19.91,98,89,0.95,GA,1683501586
547,papao,-17.75,-149.55,30.82,76,21,6.11,PF,1683501587
548,byumba,-1.5763,30.0675,15.11,92,38,1.32,RW,1683501587
549,port macquarie,-31.4333,152.9167,15.5,43,4,6.32,AU,1683501587
550,tengrela,10.4869,-6.4097,26.93,58,100,1.95,CI,1683501587
551,ciudad lazaro cardenas,17.9583,-102.2,31.01,52,12,4.92,MX,1683501587
552,panshi,42.9422,126.0561,11.95,46,0,2.93,CN,1683501587
553,sibiti,-3.6819,13.3499,21.54,97,75,0.51,CG,1683501587
554,cholpon-ata,42.6494,77.0823,4.03,43,19,1.92,KG,1683501588
555,walla walla,46.0646,-118.343,14.93,62,100,5.14,US,1683501470
556,tabuk,17.4189,121.4443,26.44,79,90,0.67,PH,1683501588
557,sur,22.5667,59.5289,28.79,51,0,4.55,OM,1683501588
558,shahr-e babak,30.1165,55.1186,18.84,14,0,1.06,IR,1683501588
559,encs,48.3333,21.1333,6.62,84,84,7.72,HU,1683501588
560,rio gallegos,-51.6226,-69.2181,6.03,70,75,2.06,AR,1683501588
561,lerwick,60.1545,-1.1494,8.0,94,100,9.72,GB,1683501588
562,ulanhot,46.0833,122.0833,14.89,28,8,9.27,CN,1683501588
563,lodwar,3.1191,35.5973,28.58,54,54,6.23,KE,1683501589
564,luena,-11.7833,19.9167,15.14,56,19,1.59,AO,1683501589
565,llazice,42.5553,20.7633,12.64,87,73,0.72,XK,1683501589
566,baraboo,43.4711,-89.7443,24.44,52,0,0.0,US,1683501589
567,opuwo,-18.0607,13.84,19.08,34,16,1.67,NA,1683501589
568,znin,52.8496,17.7199,6.3,88,3,1.62,PL,1683501589
569,saint-jean-de-monts,46.7833,-2.0667,13.95,90,74,3.93,FR,1683501589
570,haimen,23.1935,116.6142,20.94,89,100,5.34,CN,1683501589
571,el alto,-4.2714,-81.2147,26.81,74,87,6.45,PE,1683501590
572,christchurch,-43.5333,172.6333,22.96,69,80,3.6,NZ,1683501590
